provinsi,daerah,jenis,tahun,pengeluaran,pengeluaran_kategori,cluster
sumatera_utara,PERDESAAN,TOTAL,2014.0,604073.0,Tinggi,1
sumatera_utara,PERDESAAN,TOTAL,2015.0,682494.0,Tinggi,1
sumatera_utara,PERDESAAN,TOTAL,2016.0,738234.0,Tinggi,1
sumatera_utara,PERDESAAN,TOTAL,2017.0,768718.0,Sangat Tinggi,1
sumatera_utara,PERDESAAN,TOTAL,2018.0,857000.0,Sangat Tinggi,0
sumatera_utara,PERDESAAN,TOTAL,2019.0,902788.0,Sangat Tinggi,0
sumatera_utara,PERDESAAN,TOTAL,2020.0,935035.0,Sangat Tinggi,0
sumatera_utara,PERDESAAN,TOTAL,2021.0,962689.0,Sangat Tinggi,0
sumatera_utara,PERDESAAN,TOTAL,2022.0,1035638.0,Sangat Tinggi,0
sumatera_utara,PERKOTAAN,MAKANAN,2007.0,207606.00000000006,Rendah,2
sumatera_utara,PERKOTAAN,MAKANAN,2008.0,227521.0,Rendah,2
sumatera_utara,PERKOTAAN,MAKANAN,2009.0,257661.0,Rendah,2
sumatera_utara,PERKOTAAN,MAKANAN,2010.0,288594.0,Rendah,2
sumatera_utara,PERKOTAAN,MAKANAN,2011.0,324392.0,Rendah,2
sumatera_utara,PERKOTAAN,MAKANAN,2012.0,349032.0,Rendah,2
sumatera_utara,PERKOTAAN,MAKANAN,2013.0,363478.0,Sedang,2
sumatera_utara,PERKOTAAN,MAKANAN,2014.0,416319.0,Sedang,2
sumatera_utara,PERKOTAAN,MAKANAN,2015.0,416073.0,Sedang,1
sumatera_utara,PERKOTAAN,MAKANAN,2016.0,493141.0,Sedang,1
sumatera_utara,PERKOTAAN,MAKANAN,2017.0,553690.0,Tinggi,1
sumatera_utara,PERKOTAAN,MAKANAN,2018.0,586199.0,Tinggi,1
sumatera_utara,PERKOTAAN,MAKANAN,2019.0,612136.0,Tinggi,1
sumatera_utara,PERKOTAAN,MAKANAN,2020.0,643456.0,Tinggi,1
sumatera_utara,PERKOTAAN,MAKANAN,2021.0,630458.0,Tinggi,1
sumatera_utara,PERKOTAAN,MAKANAN,2022.0,689463.0,Tinggi,1
sumatera_utara,PERKOTAAN,NONMAKANAN,2007.0,225606.0,Rendah,2
sumatera_utara,PERKOTAAN,NONMAKANAN,2008.0,250148.0,Rendah,2
sumatera_utara,PERKOTAAN,NONMAKANAN,2009.0,274781.0,Rendah,2
sumatera_utara,PERKOTAAN,NONMAKANAN,2010.0,328487.0,Rendah,2
sumatera_utara,PERKOTAAN,NONMAKANAN,2011.0,312932.0,Rendah,2
sumatera_utara,PERKOTAAN,NONMAKANAN,2012.0,316579.0,Rendah,2
sumatera_utara,PERKOTAAN,NONMAKANAN,2013.0,380777.0,Sedang,2
sumatera_utara,PERKOTAAN,NONMAKANAN,2014.0,381027.0,Sedang,2
sumatera_utara,PERKOTAAN,NONMAKANAN,2015.0,453609.0,Sedang,1
sumatera_utara,PERKOTAAN,NONMAKANAN,2016.0,474404.0,Sedang,1
sumatera_utara,PERKOTAAN,NONMAKANAN,2017.0,491793.0,Sedang,1
sumatera_utara,PERKOTAAN,NONMAKANAN,2018.0,544628.0,Tinggi,1
sumatera_utara,PERKOTAAN,NONMAKANAN,2019.0,587371.0,Tinggi,1
sumatera_utara,PERKOTAAN,NONMAKANAN,2020.0,639799.0,Tinggi,1
sumatera_utara,PERKOTAAN,NONMAKANAN,2021.0,657135.0,Tinggi,1
sumatera_utara,PERKOTAAN,NONMAKANAN,2022.0,668871.0,Tinggi,1
sumatera_utara,PERKOTAAN,TOTAL,2007.0,433212.0,Sedang,2
sumatera_utara,PERKOTAAN,TOTAL,2008.0,477669.0,Sedang,2
sumatera_utara,PERKOTAAN,TOTAL,2009.0,532442.0,Tinggi,2
sumatera_utara,PERKOTAAN,TOTAL,2010.0,617081.0,Tinggi,2
sumatera_utara,PERKOTAAN,TOTAL,2011.0,637325.0,Tinggi,2
sumatera_utara,PERKOTAAN,TOTAL,2012.0,665611.0,Tinggi,2
sumatera_utara,PERKOTAAN,TOTAL,2013.0,744255.0,Tinggi,2
sumatera_utara,PERKOTAAN,TOTAL,2014.0,797346.0,Sangat Tinggi,1
sumatera_utara,PERKOTAAN,TOTAL,2015.0,869682.0,Sangat Tinggi,0
sumatera_utara,PERKOTAAN,TOTAL,2016.0,967546.0,Sangat Tinggi,0
sumatera_utara,PERKOTAAN,TOTAL,2017.0,1045483.0,Sangat Tinggi,0
sumatera_utara,PERKOTAAN,TOTAL,2018.0,1130828.0,Sangat Tinggi,0
sumatera_utara,PERKOTAAN,TOTAL,2019.0,1199507.0,Sangat Tinggi,0
sumatera_utara,PERKOTAAN,TOTAL,2020.0,1283255.0,Sangat Tinggi,0
sumatera_utara,PERKOTAAN,TOTAL,2021.0,1287593.0,Sangat Tinggi,0
sumatera_utara,PERKOTAAN,TOTAL,2022.0,1326239.499999999,Sangat Tinggi,0
sumatera_utara,PERDESAANPERKOTAAN,MAKANAN,2011.0,316343.0,Rendah,2
sumatera_utara,PERDESAANPERKOTAAN,MAKANAN,2012.0,344467.0,Rendah,2
sumatera_utara,PERDESAANPERKOTAAN,MAKANAN,2013.0,363363.0,Sedang,2
sumatera_utara,PERDESAANPERKOTAAN,MAKANAN,2014.0,398932.0,Sedang,2
sumatera_utara,PERDESAANPERKOTAAN,MAKANAN,2015.0,414566.0,Sedang,1
sumatera_utara,PERDESAANPERKOTAAN,MAKANAN,2016.0,472220.0,Sedang,1
sumatera_utara,PERDESAANPERKOTAAN,MAKANAN,2017.0,522766.0,Tinggi,1
sumatera_utara,PERDESAANPERKOTAAN,MAKANAN,2018.0,554754.0,Tinggi,1
sumatera_utara,PERDESAANPERKOTAAN,MAKANAN,2019.0,576322.0,Tinggi,1
sumatera_utara,PERDESAANPERKOTAAN,MAKANAN,2020.0,598244.0,Tinggi,1
sumatera_utara,PERDESAANPERKOTAAN,MAKANAN,2021.0,607811.0,Tinggi,1
sumatera_utara,PERDESAANPERKOTAAN,MAKANAN,2022.0,663926.0,Tinggi,1
sumatera_utara,PERDESAANPERKOTAAN,NONMAKANAN,2011.0,248222.0,Rendah,2
sumatera_utara,PERDESAANPERKOTAAN,NONMAKANAN,2012.0,254593.0,Rendah,2
sumatera_utara,PERDESAANPERKOTAAN,NONMAKANAN,2013.0,292770.0,Rendah,2
sumatera_utara,PERDESAANPERKOTAAN,NONMAKANAN,2014.0,300335.0,Rendah,2
sumatera_utara,PERDESAANPERKOTAAN,NONMAKANAN,2015.0,360624.0,Sedang,1
sumatera_utara,PERDESAANPERKOTAAN,NONMAKANAN,2016.0,381537.0,Sedang,1
sumatera_utara,PERDESAANPERKOTAAN,NONMAKANAN,2017.0,387051.0,Sedang,1
sumatera_utara,PERDESAANPERKOTAAN,NONMAKANAN,2018.0,446955.0,Sedang,1
sumatera_utara,PERDESAANPERKOTAAN,NONMAKANAN,2019.0,487640.0,Sedang,1
sumatera_utara,PERDESAANPERKOTAAN,NONMAKANAN,2020.0,526007.0,Tinggi,1
sumatera_utara,PERDESAANPERKOTAAN,NONMAKANAN,2021.0,534905.0,Tinggi,1
sumatera_utara,PERDESAANPERKOTAAN,NONMAKANAN,2022.0,552569.0,Tinggi,1
sumatera_utara,PERDESAANPERKOTAAN,TOTAL,2011.0,564565.0,Tinggi,2
sumatera_utara,PERDESAANPERKOTAAN,TOTAL,2012.0,599060.0,Tinggi,2
sumatera_utara,PERDESAANPERKOTAAN,TOTAL,2013.0,656133.0,Tinggi,2
sumatera_utara,PERDESAANPERKOTAAN,TOTAL,2014.0,699267.0,Tinggi,1
sumatera_utara,PERDESAANPERKOTAAN,TOTAL,2015.0,775189.0,Sangat Tinggi,1
sumatera_utara,PERDESAANPERKOTAAN,TOTAL,2016.0,853756.0,Sangat Tinggi,1
sumatera_utara,PERDESAANPERKOTAAN,TOTAL,2017.0,909817.0,Sangat Tinggi,0
sumatera_utara,PERDESAANPERKOTAAN,TOTAL,2018.0,1001709.0,Sangat Tinggi,0
sumatera_utara,PERDESAANPERKOTAAN,TOTAL,2019.0,1063963.0,Sangat Tinggi,0
sumatera_utara,PERDESAANPERKOTAAN,TOTAL,2020.0,1124252.0,Sangat Tinggi,0
sumatera_utara,PERDESAANPERKOTAAN,TOTAL,2021.0,1142716.0,Sangat Tinggi,0
sumatera_utara,PERDESAANPERKOTAAN,TOTAL,2022.0,1216496.0,Sangat Tinggi,0
sumatera_barat,PERDESAAN,MAKANAN,2007.0,192079.0,Rendah,2
sumatera_barat,PERDESAAN,MAKANAN,2008.0,212391.0,Rendah,2
sumatera_barat,PERDESAAN,MAKANAN,2009.0,238273.99999999994,Rendah,2
sumatera_barat,PERDESAAN,MAKANAN,2010.0,280748.0,Rendah,2
sumatera_barat,PERDESAAN,MAKANAN,2011.0,325893.0,Rendah,2
sumatera_barat,PERDESAAN,MAKANAN,2012.0,370535.0,Sedang,2
sumatera_barat,PERDESAAN,MAKANAN,2013.0,402070.0,Sedang,2
sumatera_barat,PERDESAAN,MAKANAN,2014.0,423217.0,Sedang,2
sumatera_barat,PERDESAAN,MAKANAN,2015.0,447944.0,Sedang,1
sumatera_barat,PERDESAAN,MAKANAN,2016.0,505042.0,Sedang,1
sumatera_barat,PERDESAAN,MAKANAN,2017.0,544680.0,Tinggi,1
sumatera_barat,PERDESAAN,MAKANAN,2018.0,558783.0,Tinggi,1
sumatera_barat,PERDESAAN,MAKANAN,2019.0,561206.0,Tinggi,1
sumatera_barat,PERDESAAN,MAKANAN,2020.0,597149.0,Tinggi,1
sumatera_barat,PERDESAAN,MAKANAN,2021.0,619721.0,Tinggi,1
sumatera_barat,PERDESAAN,MAKANAN,2022.0,677060.0,Tinggi,1
sumatera_barat,PERDESAAN,NONMAKANAN,2007.0,185903.09999999998,Rendah,2
sumatera_barat,PERDESAAN,NONMAKANAN,2008.0,185903.09999999998,Rendah,2
sumatera_barat,PERDESAAN,NONMAKANAN,2009.0,185903.09999999998,Rendah,2
sumatera_barat,PERDESAAN,NONMAKANAN,2010.0,185903.09999999998,Rendah,2
sumatera_barat,PERDESAAN,NONMAKANAN,2011.0,216984.0,Rendah,2
sumatera_barat,PERDESAAN,NONMAKANAN,2012.0,210653.0,Rendah,2
sumatera_barat,PERDESAAN,NONMAKANAN,2013.0,223408.99999999994,Rendah,2
sumatera_barat,PERDESAAN,NONMAKANAN,2014.0,252800.0,Rendah,2
sumatera_barat,PERDESAAN,NONMAKANAN,2015.0,319143.0,Rendah,2
sumatera_barat,PERDESAAN,NONMAKANAN,2016.0,334953.0,Rendah,1
sumatera_barat,PERDESAAN,NONMAKANAN,2017.0,359478.0,Sedang,1
sumatera_barat,PERDESAAN,NONMAKANAN,2018.0,416100.0,Sedang,1
sumatera_barat,PERDESAAN,NONMAKANAN,2019.0,419508.0,Sedang,1
sumatera_barat,PERDESAAN,NONMAKANAN,2020.0,445718.0,Sedang,1
sumatera_barat,PERDESAAN,NONMAKANAN,2021.0,468281.0,Sedang,1
sumatera_barat,PERDESAAN,NONMAKANAN,2022.0,477638.0,Sedang,1
sumatera_barat,PERDESAAN,TOTAL,2007.0,310472.0,Rendah,2
sumatera_barat,PERDESAAN,TOTAL,2008.0,343647.0,Rendah,2
sumatera_barat,PERDESAAN,TOTAL,2009.0,388789.0,Sedang,2
sumatera_barat,PERDESAAN,TOTAL,2010.0,459349.0,Sedang,2
sumatera_barat,PERDESAAN,TOTAL,2011.0,542877.0,Tinggi,2
sumatera_barat,PERDESAAN,TOTAL,2012.0,581188.0,Tinggi,2
sumatera_barat,PERDESAAN,TOTAL,2013.0,625479.0,Tinggi,2
sumatera_barat,PERDESAAN,TOTAL,2014.0,676017.0,Tinggi,1
sumatera_barat,PERDESAAN,TOTAL,2015.0,767087.0,Sangat Tinggi,1
sumatera_barat,PERDESAAN,TOTAL,2016.0,839995.0,Sangat Tinggi,1
sumatera_barat,PERDESAAN,TOTAL,2017.0,904159.0,Sangat Tinggi,0
sumatera_barat,PERDESAAN,TOTAL,2018.0,974885.0,Sangat Tinggi,0
sumatera_barat,PERDESAAN,TOTAL,2019.0,980714.0,Sangat Tinggi,0
sumatera_barat,PERDESAAN,TOTAL,2020.0,1042868.0,Sangat Tinggi,0
sumatera_barat,PERDESAAN,TOTAL,2021.0,1088003.0,Sangat Tinggi,0
sumatera_barat,PERDESAAN,TOTAL,2022.0,1154698.0,Sangat Tinggi,0
sumatera_barat,PERKOTAAN,MAKANAN,2007.0,252168.0,Rendah,2
sumatera_barat,PERKOTAAN,MAKANAN,2008.0,263491.0,Rendah,2
sumatera_barat,PERKOTAAN,MAKANAN,2009.0,299590.0,Rendah,2
sumatera_barat,PERKOTAAN,MAKANAN,2010.0,344099.0,Rendah,2
sumatera_barat,PERKOTAAN,MAKANAN,2011.0,409639.0,Sedang,2
sumatera_barat,PERKOTAAN,MAKANAN,2012.0,423032.0,Sedang,2
sumatera_barat,PERKOTAAN,MAKANAN,2013.0,447972.0,Sedang,2
sumatera_barat,PERKOTAAN,MAKANAN,2014.0,521275.0,Tinggi,2
sumatera_barat,PERKOTAAN,MAKANAN,2015.0,509609.0,Sedang,1
sumatera_barat,PERKOTAAN,MAKANAN,2016.0,583696.0,Tinggi,1
sumatera_barat,PERKOTAAN,MAKANAN,2017.0,639600.0,Tinggi,1
sumatera_barat,PERKOTAAN,MAKANAN,2018.0,663365.0,Tinggi,1
sumatera_barat,PERKOTAAN,MAKANAN,2019.0,663548.0,Tinggi,1
sumatera_barat,PERKOTAAN,MAKANAN,2020.0,698667.0,Tinggi,1
sumatera_barat,PERKOTAAN,MAKANAN,2021.0,718095.0,Tinggi,1
sumatera_barat,PERKOTAAN,MAKANAN,2022.0,756882.0,Sangat Tinggi,1
sumatera_barat,PERKOTAAN,NONMAKANAN,2007.0,256064.0,Rendah,2
sumatera_barat,PERKOTAAN,NONMAKANAN,2008.0,250303.0,Rendah,2
sumatera_barat,PERKOTAAN,NONMAKANAN,2009.0,285526.0,Rendah,2
